Ward name,Old code,GSS_CODE,population_2015,percent_children_15_2015,percent_working_age_2015,percent_aged_65+_2015,mean_age_2013,median_age_2013,area_sq,pop_den_2013,percent_bame_2011,general_fertility_rate_2013,male_life_expect,female_life_expect,rate_ambulance_per_1000pp_ 2014,num_killed_seriously_injured_road_2014,employment_rate_2011,median_house_price_2014,num_propertoes_sold_2014,median_est_household_income_2013,percent_detached_2011,percent_semi_detached_2011,% terraced houses - 2011,percent_flat_2011,percent_household_owned_2011,percent_household_socialrented_2011,percent_household_privaterent_2011,percent_no_qualifications_2011,crime_rate_2014,violence_against_person_rate_2014,deliberate_fires_per_1000pp_2014,percent_area_openspace_2014,cars_per_household_2011,avg_public_transport_accessibility_score_2014,percent_travel_work_bike_2011
Bromley - Mottingham and Chislehurst North,00AFGU,E05000121,10300,23.1,62.5,14.4,37,36,2.4,4250,18.4,72.4,78.3,82.2,116.2,2,67.9,250000,162,32330,6.8,25.4,44,23.9,55.4,31.9,10.5,26,93,27.2,1.4,44,1,2.5,1.1
Bromley - Orpington,00AFGW,E05000122,15650,18.5,59.5,22,41.9,43,4.3,3616.3,12.6,63.9,82.6,85.5,135.4,0,72.8,340000,227,38090,20.5,50.2,10.3,19,74.5,15.8,8,22.3,89.6,24.7,0.8,24.6,1.2,2.9,1
Bromley - Penge and Cator,00AFGX,E05000123,17900,21.9,67.6,10.5,35.8,36,3,5883.3,34.6,72.5,79.7,84.8,124.8,3,70.4,320000,314,36090,3.3,20.4,24,52.4,47.9,29.8,20.3,17,89.9,29.7,1.3,24.9,0.8,4.2,2.5
Bromley - Petts Wood and Knoll,00AFGY,E05000124,13950,18.3,59,22.7,42.8,45,4.3,3220.9,9.2,64.9,83.7,88.1,79.6,0,75.4,485000,237,48530,30,53.4,7.6,9,89.4,2.7,6.9,15.2,43,7.7,0.1,24.3,1.4,2.8,0.9
Bromley - Plaistow and Sundridge,00AFGZ,E05000125,15600,20.9,63.9,15.3,38.8,38,4,3850,19.3,72.6,77.5,82.1,112.9,2,73.5,295444,330,39460,11.3,25,29.7,33.9,65.2,17.4,15.8,18.6,48.6,16.5,0.3,40.3,1,2.9,1.9
Bromley - Shortlands,00AFHA,E05000126,10150,17.7,60.7,21.6,42.5,44,2.5,4020,15.6,57.1,86.1,88.1,91.2,1,76.3,468000,174,48020,33.4,19,11.7,36,79.2,6.2,13.5,12.1,33.8,8.1,0.2,3,1.3,2.7,1.4
Bromley - West Wickham,00AFHB,E05000127,15250,17.1,62,21,42.3,45,4.4,3443.2,10.6,41.6,82.4,86.2,91.9,1,76.8,475000,196,46210,18.6,46.7,18.4,15.8,86.7,4.4,7.4,15.2,33.9,7.5,0,31.8,1.4,2.2,1.2
Camden - Belsize,00AGGD,E05000128,12800,18,69,13,37.1,35,0.8,15937.5,27.8,65.4,84.2,88.2,85.9,1,74.4,850000,223,52680,1,3.6,8,87.3,41.4,19.6,37.1,8.4,60.9,11.4,0.4,1.3,0.6,4.2,4.9
Camden - Bloomsbury,00AGGE,E05000129,11700,6.5,83.9,9.6,34.1,28,1,11650,40.4,16.5,81.8,86.2,275.8,13,51.4,560000,114,40340,0.4,0.4,2.8,96.3,26.4,28.6,41.6,7.8,314.1,41.6,0.2,9.2,0.2,8,5
Camden - Camden Town with Primrose Hill,00AGGF,E05000130,13100,14.6,72.9,12.5,37.3,35,1.2,10791.7,26.4,47.4,82.7,86.5,209.1,3,69.4,813500,189,45840,1,3.5,15.7,79.7,33.9,30.5,33.4,11.7,297,62,0.4,15.2,0.5,5.4,8.6
Camden - Cantelowes,00AGGG,E05000131,12450,14.8,75.6,9.5,34.6,31,0.8,15375,31.9,40,78.2,85.3,120.1,2,64.3,560000,115,39060,1.2,6.3,9.9,82.5,30.1,40.3,27.7,13.9,82.5,22,0.6,7.4,0.4,4.9,11.1
Camden - Fortune Green,00AGGH,E05000132,12100,15.2,74.2,10.6,36,33,1,12000,29,53.9,82.7,87.8,98.2,1,74.6,575000,185,46800,2.9,7.9,11.3,77.9,39.5,16.7,41.8,9.2,54.2,15.3,0,18.4,0.6,4.8,4.9
Camden - Frognal and Fitzjohns,00AGGJ,E05000133,12250,16.3,69.4,14.3,37.6,35,1.5,8133.3,25.8,58.7,84.8,88,77.1,1,69.8,955000,206,60310,7.6,7.5,4.6,80.3,49.2,7.1,40.9,6.1,56.7,8.4,0.1,5.7,0.8,4.8,3.6
Camden - Gospel Oak,00AGGK,E05000134,11500,18.4,69,12.6,37,35,0.7,16357.1,30.1,55.3,80.2,86.1,98.3,0,65.5,599999,113,39990,1.1,4.1,13.2,81.6,30.5,45.9,21.4,17.8,65.8,19.6,0.4,15.9,0.5,4.1,8.7
Camden - Hampstead Town,00AGGL,E05000135,11400,17.3,66.3,16.5,39.9,39,2.5,4540,20,53.7,84,90.7,121.8,0,76.6,1190000,167,62840,3.6,10.6,14.5,71.2,50.6,13.4,33.3,6.1,82.9,13.5,0.3,53.9,0.7,4,4.3
Camden - Haverstock,00AGGM,E05000136,12750,18.7,69.9,11.4,35.1,32,0.7,18000,37.1,51.4,78.1,85.5,142,1,62.9,547305,146,35730,0.8,2.8,9.7,86.7,26.7,49.2,22,18.6,87.6,27.9,0.2,8.2,0.4,4.7,7.5
Camden - Highgate,00AGGN,E05000137,11150,16.4,67.3,16.3,40,40,3.2,3484.4,20.2,55.8,83.3,86.6,104.8,2,70.4,650000,131,47840,7.7,9.4,13.9,69.1,46.7,34.1,16.8,12.6,81,20.7,0.4,65.2,0.7,3.9,11.7
Camden - Holborn and Covent Garden,00AGGP,E05000138,13700,12.7,77.1,10.3,36.2,33,1.2,11250,39.8,31.5,79.4,90.2,262.8,20,61.9,685000,135,40180,0.3,0.7,3.1,95.9,22.4,42.5,32.2,12.9,311,47.3,0.1,7.5,0.3,7.9,5.2
Camden - Kentish Town,00AGGQ,E05000139,13850,15.4,75,9.6,35.5,33,1,13750,28.4,36.8,76.7,80.4,121.6,2,71.3,630100,159,41230,1,5.4,16.7,76.9,34.7,33.3,29.7,13.6,89,26.2,0.4,5.3,0.4,5.7,10.8
Camden - Kilburn,00AGGR,E05000140,12350,17.7,70.7,11.6,36.1,33,0.7,17500,40.1,61.5,76.8,80.3,157.7,2,66.8,468000,165,34730,0.8,2,5,92.2,22.6,42.1,32.8,17.4,110.7,29.1,0.1,13.4,0.4,5.5,4.4
Camden - King's Cross,00AGGS,E05000141,12550,12.8,79.7,7.5,31.5,27,0.6,20833.3,49.2,24,80.1,88,139.2,3,46.1,625000,116,32890,0.9,0.9,3.4,94.8,17.6,46.1,33.2,12.1,122.4,26.1,0.3,13.5,0.2,7.8,7
Camden - Regent's Park,00AGGT,E05000142,14700,14.8,76,9.2,34,29,1.3,10961.5,44.3,43.1,77.1,84.7,201.6,8,54.4,600000,85,34260,0.8,1.9,7.7,89.4,20.4,48,29.2,17.5,131.3,32.9,1.2,27,0.4,6.8,6.2
Camden - St. Pancras and Somers Town,00AGGU,E05000143,16200,17.7,74,8.3,33.1,29,1.4,10785.7,49,42,77.4,81.7,272.9,3,53,465000,80,30500,0.6,1.5,5,92.7,14.3,61.2,20.7,22.7,93.5,24.1,0.4,13.6,0.3,7.1,5.5
Camden - Swiss Cottage,00AGGW,E05000144,13200,16.8,71.3,11.8,36.8,34,1.3,10076.9,32.4,62.2,81.4,87.5,92.8,2,72.3,740500,217,50340,2.7,3.3,5,89,40.8,16.5,39.8,9,70,13.7,0.4,14.5,0.6,6.2,4
Camden - West Hampstead,00AGGX,E05000145,12550,13.1,77.6,9.2,35.4,33,0.9,13722.2,30.5,42,80.7,85.9,100.2,1,76.2,622500,158,46290,1.3,3.2,9.6,85.8,32.4,22.2,43.7,9.5,77.6,19.4,0,9.4,0.5,6,4.5
Croydon - Addiscombe,00AHGE,E05000146,17750,19.9,70.3,9.8,35.5,34,1.6,10843.8,43.6,71.9,79.2,81.9,131.1,2,74.1,250000,306,38070,3.4,13.6,35.7,47.2,51.7,13.7,32.5,15.3,61,17.7,0.1,2.3,0.7,4.6,1.4
Croydon - Ashburton,00AHGF,E05000147,15150,19.5,65.9,14.6,38,38,2.7,5555.6,36.7,56.9,81,84.1,96.2,2,71.7,347000,181,38600,10.8,36.8,34.4,18,67.1,21.5,9.7,19.5,58.1,15.6,0.4,22.2,1.1,2.9,1.1
Croydon - Bensham Manor,00AHGG,E05000148,16600,24.1,65.6,10.3,34.8,34,1.4,11750,73.5,106.9,82,83.9,116.3,2,67.5,246250,208,33530,4.3,14.1,49.1,32.5,57.3,11.9,28,17.9,64.4,19.6,0,7.8,0.8,3.3,1.3
Croydon - Broad Green,00AHGH,E05000149,20050,26.4,66.1,7.5,32,31,2.7,7185.2,68.6,81.7,77.8,82.5,149.6,7,64.6,231000,288,31000,4.8,18.1,34.1,42.9,41.2,27.5,28.3,20.2,151.3,42.2,1.2,4.6,0.7,4.7,1.3
Croydon - Coulsdon East,00AHGJ,E05000150,12700,18.4,59.9,21.7,42.3,44,7.7,1629.9,15.4,61.4,81.8,88.1,101.3,2,73.9,375000,177,42660,33.7,40.1,15.4,10.7,80.4,12.5,5.7,18.2,34.9,9.8,0.7,56.8,1.4,1.9,0.9
Croydon - Coulsdon West,00AHGK,E05000151,14150,18.4,65.2,16.4,39.8,41,5,2770,25.2,49.2,79.9,83.4,98.5,3,75.5,361000,224,46610,34.8,36.3,17.3,11.6,83.5,4.6,11,15.1,46.7,11.9,0.4,17.1,1.5,2.5,0.9
Croydon - Croham,00AHGL,E05000152,16200,20.2,67.3,12.6,37.1,35,3.5,4614.3,31.3,66.7,80.1,82.6,105,0,76.5,250000,389,42260,18.9,15.8,16.2,49.1,60.1,8.3,29.4,12,57.3,15.7,0.2,19.1,1,3.3,1.3
Croydon - Fairfield,00AHGM,E05000153,21750,19.2,70.5,10.3,35.2,33,3.8,5065.8,48.7,66.5,79.9,82,260.3,11,73.1,236000,495,39130,9.1,7,14.5,69.4,39.8,15.5,40.7,12.3,215.9,58.7,0.2,17.5,0.6,5.7,0.9
Croydon - Fieldway,00AHGN,E05000154,11850,29.6,60.2,10.2,32,29,1.5,7800,34.4,61.5,77.7,82.1,138.8,0,58.5,220000,45,26720,2.8,25.7,37.1,34.4,33.5,60.6,4.8,34.4,61.8,26.8,2.5,22.9,0.8,2.9,0.3
Croydon - Heathfield,00AHGP,E05000155,13600,18.2,63.7,18.2,40.1,40,8.7,1551.7,24.6,67.2,82.5,84.8,104.3,2,74.3,260000,225,39770,13.3,30.8,29.2,26.8,75.6,9.3,13.7,17.2,70.7,15.2,1,61.3,1.3,2.3,0.6
Croydon - Kenley,00AHGQ,E05000156,15650,20.9,63.3,15.8,39,39,6.5,2369.2,23.2,65,80.4,82.8,93.6,1,75,340000,279,44160,33.7,29.3,12.4,24.7,74.1,11.4,12.1,14.6,35.9,11.8,0.2,39.6,1.3,1.9,1.2
Croydon - New Addington,00AHGR,E05000157,11250,24.6,62.3,13.1,35.4,33,2.4,4604.2,23.7,70.8,77.1,80.2,167.9,1,64.4,245000,86,28770,2.6,50.2,21.8,25.2,48.4,42.2,7.7,34.8,70,26.8,2,31.2,1,2.7,0.3
Croydon - Norbury,00AHGS,E05000158,17100,20.8,65.8,13.5,37,35,2.5,6740,62.3,77.5,78.8,84.3,123.2,8,69.5,350000,203,36810,8.9,29.2,36,25.9,59.8,13.8,23.6,16.2,54.2,16,0.2,15.8,1,3.1,1.8
Croydon - Purley,00AHGT,E05000159,15550,19.7,64.6,15.7,39,38,4.2,3607.1,31.6,58.7,81.8,84.4,136.4,6,74.1,320000,253,44600,28,23.6,14.7,33.7,71.5,7.6,18.2,12.9,78.1,18.6,0.1,3.8,1.2,2.9,1.1
Croydon - Sanderstead,00AHGU,E05000160,13200,17,62.2,20.9,42,44,6.3,2071.4,19.5,49.8,83.6,86,86.7,0,74.9,392500,231,47030,37.8,44.7,5.2,12.2,85.2,6.7,7.1,15.1,29.6,6.9,0.1,48.6,1.5,1.7,0.9
Croydon - Selhurst,00AHGW,E05000161,18550,26.2,64.6,9.2,33.1,32,2.3,7978.3,65.6,85.5,74.1,80,172.9,2,64.7,212997.5,280,31220,4.4,16.3,26.7,52.7,39.8,27.1,29.2,18.9,95.9,33,0.8,18.3,0.6,4.2,1.4
Croydon - Selsdon and Ballards,00AHGX,E05000162,12200,13.8,63.8,22.4,43.2,46,6.4,1882.8,19.7,46.8,84.5,88.1,105.3,6,76.4,344000,196,45320,24.4,57.6,11.7,6.3,90.8,2,6.3,15.2,35.5,7.7,0.5,55.2,1.5,2,0.7
Croydon - Shirley,00AHGY,E05000163,14700,19.7,61.9,18.4,39.9,40,2.8,5214.3,30.9,60,81.1,87.3,92.6,5,72.3,320000,201,39500,15.5,42.3,16.9,25.3,73.7,18.5,6.6,19.1,44.1,15,0.6,16,1.2,2,1.1
Croydon - South Norwood,00AHGZ,E05000164,16900,22.2,67.6,10.3,35.6,35,2.4,6979.2,52.3,81.5,78.6,82.6,131.9,1,68.7,240000,338,34430,3.8,12.7,19.1,64.5,47.9,20.7,28.9,15.9,80,26.4,0.2,17.5,0.7,3.9,2
Croydon - Thornton Heath,00AHHA,E05000165,16900,25.4,65.1,9.5,34.2,34,1.7,9852.9,67.1,78.4,78.1,82.6,125.7,1,66.8,250000,218,33720,4.3,19.7,38.1,37.8,54.1,19.7,24.1,18.7,82,30.4,0.5,11.2,0.7,3.3,1.3
Croydon - Upper Norwood,00AHHB,E05000166,16600,20.8,67.4,11.8,36.3,36,2.6,6307.7,51.3,68.5,79,81.7,104.9,1,69.7,289750,252,37430,9.5,28,18,44.6,55.3,20.6,21.9,16.6,70.8,20.7,0.4,19.4,0.9,3,2.7
Croydon - Waddon,00AHHC,E05000167,17650,23.4,66.1,10.5,35.2,34,3.6,4847.2,44.6,73.7,75.9,80.2,138.3,5,69.9,243250,288,34630,5.9,24.5,23.5,46.1,49.2,25.5,22.8,19.1,74.3,23.5,0.4,32.7,0.8,3.6,1.4
Croydon - West Thornton,00AHHD,E05000168,18000,25.4,64.8,9.8,33.7,32,2,8925,76.5,77.8,78.6,83.6,165,2,64.6,235000,146,32400,5.4,19.1,45.3,30.1,53.6,15.7,27,17.9,90.3,30.5,0.4,18.7,0.8,3.1,1.4
Croydon - Woodside,00AHHE,E05000169,17100,24.7,66.6,8.7,33.9,33,2.2,7727.3,55.1,72.3,79.9,83.7,115,1,69,250000,296,33890,3.7,16.1,45,35.2,53.1,19.8,24.1,17.1,65,21.6,0.5,33.3,0.8,3.7,1.5
Ealing - Acton Central,00AJGC,E05000170,15850,20,69.9,10.2,35.1,33,1.8,8750,40,62.9,79.3,86.1,109.3,1,69.4,570000,167,36500,3.6,23.4,12.9,60.1,40.3,23.3,33.8,14.3,77.9,26,0.4,24.2,0.7,3.1,5.8
Ealing - Cleveland,00AJGD,E05000171,14850,21.7,65.7,12.7,36.7,36,2.2,6750,36.9,62.2,79.5,86.3,95.1,3,68.6,500000,174,41730,4.1,22.7,22.1,51.1,54.2,21.5,21.7,13.1,47.8,13.7,0.1,34.7,0.9,3,3.1
Ealing - Dormers Wells,00AJGE,E05000172,14150,22.4,65.3,12.3,35.3,33,2.3,6152.2,82.1,72.3,78.3,82.9,126.2,1,61,265000,56,29350,5.3,26.9,27.1,40.6,49.1,28.4,19.2,23.5,54,21.1,0.4,47.3,1,3.3,1.2
Ealing - Ealing Broadway,00AJGF,E05000173,15550,14.6,73.3,12,37.5,34,1.9,7868.4,30.5,41.3,78.8,84.1,135.7,1,75.1,459970,270,45540,10.4,12.1,7.3,70.1,43.4,11,42.4,7.3,145.7,37.2,0.2,6.1,0.8,5,3
Ealing - Ealing Common,00AJGG,E05000174,14200,15.7,72.3,12,37.4,35,2.1,6809.5,31.5,53.8,78.7,82.8,99.4,6,74.6,536000,169,43600,8.7,18.3,15.7,57.3,46.8,14.6,36.4,10.8,68.9,15.4,0.2,22.2,0.9,3.6,4.2
Ealing - East Acton,00AJGH,E05000175,19800,19.8,71.6,8.5,33.5,31,4.3,4523.3,50.1,64,79.1,85.6,115.2,8,68.3,390500,224,32930,3.5,20.1,16.2,59.9,36,22.1,34.1,15,103.7,22.5,0.4,19.6,0.7,4,4.9
Ealing - Elthorne,00AJGJ,E05000176,15100,21,68.5,10.5,35.5,35,2,7450,34.9,75.8,78.5,83.5,116,2,73.1,408750,190,38970,2.5,15.9,29.5,52,48.2,20.2,27.8,15.1,77.5,26.4,0.3,34.2,0.8,3.8,4
Ealing - Greenford Broadway,00AJGK,E05000177,17750,24.7,63.7,11.5,34.3,33,2.5,7120,57.3,75,77.9,82.3,134.7,6,66.4,249000,160,30500,5,22.1,20.9,51.6,47.6,23.4,24.5,21.9,81.2,27.9,0.3,26.2,0.9,3.4,1.7
Ealing - Greenford Green,00AJGL,E05000178,14500,21.2,66.2,12.6,36,34,3.4,4264.7,49,80.6,81.5,84.3,112.6,2,72.6,307000,135,35420,4.8,39.1,26.7,29.4,63.1,9.7,25.1,17.8,74.8,17.9,0.1,22.6,1.1,2.6,1.5
Ealing - Hanger Hill,00AJGM,E05000179,15750,19.1,66.9,14,37.4,35,3.3,4787.9,43.1,56.8,82.2,87.8,87.8,5,71.9,519000,209,44760,11.4,20.7,19.7,48.2,54.2,4.7,38.1,9.2,60.4,14.7,0.3,26.7,1,3.7,2.3
Ealing - Hobbayne,00AJGN,E05000180,14300,22.5,65.4,12.1,36,35,2.2,6522.7,37.7,73.1,78.4,84.6,105.6,2,70.6,386250,124,36220,4.8,26,33,36.2,54,25.2,19,18.2,44.2,15,0.3,36.1,0.9,3.1,3.2
Ealing - Lady Margaret,00AJGP,E05000181,14100,19.7,68.1,12.2,36.3,34,1.5,9433.3,83.5,78.7,78.1,83.9,113,1,66.6,285000,64,32520,6.7,26.4,54.8,12.2,69.4,7.3,21.3,19.8,46.2,18.4,0.4,19.4,1.3,3,1
Ealing - Northfield,00AJGQ,E05000182,13700,19.6,68.7,11.7,36.5,36,1.5,9133.3,23.2,64.1,81.8,86.1,96,1,78.6,615000,182,48480,2.9,17.8,45.3,34,66.3,6.7,25.6,8.7,44.5,12.6,0.1,25.6,0.9,3.4,4.6
Ealing - North Greenford,00AJGR,E05000183,14900,20.5,66.6,12.9,36.3,34,3.2,4656.3,56.4,69.7,81.4,87.1,80.8,0,72.3,345000,116,36480,4.4,35,40.2,20.2,66.5,8.3,22.9,16.9,51.8,11.7,0.3,53.3,1.2,2.6,1.2
Ealing - Northolt Mandeville,00AJGS,E05000184,15350,23.4,64.5,12.1,35,34,2.8,5482.1,51.7,75.4,81.6,84,109.5,6,67.3,300000,132,31950,3.7,29.6,25.3,40.8,53.3,24.2,19.4,21.5,63.3,20.6,0.6,34.5,0.9,3.2,1
Ealing - Northolt West End,00AJGT,E05000185,15200,26,63.8,10.2,33.7,32,3.5,4371.4,55.1,78.6,78,83,111,10,61.9,226111,131,28550,3,26.4,17.4,53.1,43,34.5,19.2,25.1,67.5,21.1,0.5,56.3,0.9,2.5,1.1
Ealing - Norwood Green,00AJGU,E05000186,14200,20.8,67.9,11.4,35.7,33,3.8,3750,78,67.9,77.9,81.3,169.7,2,57.3,257500,70,29020,10.8,26.4,19.7,42.2,42.6,34.7,17.7,21.8,91.1,43.5,0.6,54.5,1.1,2.3,1.7
Ealing - Perivale,00AJGW,E05000187,15450,20.6,66.8,12.5,36.2,34,3.4,4573.5,54.6,70.7,82.9,84.9,90.4,4,71.4,367500,118,36040,3.9,33.3,39.1,23.7,62.3,8.5,27,17.4,73.3,16.8,0.3,38.3,1.1,2.3,2.5
Ealing - South Acton,00AJGX,E05000188,16200,20.6,68.6,10.8,35.1,33,1.7,9205.9,43.5,67.9,77.8,80.4,162.4,5,68.1,440000,151,34300,3.7,14.9,8.2,73.2,32.8,33.9,29.2,16.2,88.7,28,0.3,17.5,0.7,4.6,4.3
Ealing - Southall Broadway,00AJGY,E05000189,16200,22.7,67.3,10,34.2,31,1.6,9343.8,93.7,100.6,78.8,83.4,155.6,8,59.1,250000,37,27930,8.8,21,45.4,24.8,54.6,16.4,24.9,23.8,107.9,35.8,0.4,14.1,0.9,3.2,1
Ealing - Southall Green,00AJGZ,E05000190,15200,23.8,67.3,8.9,33.2,31,1.6,9406.3,91.4,115.6,76.5,84.1,129.5,3,59.7,243000,97,27150,8.8,23.1,40.5,27.6,51.4,13.6,31.5,23.6,83.9,31.2,0.6,16.3,0.9,3,1.3
Ealing - Southfield,00AJHA,E05000191,13600,18.6,69.9,11.5,36.9,36,1.4,9714.3,20.8,77.9,80.3,85.7,72.6,1,77.6,780000,219,50170,3,12.3,33.6,51.1,57.1,9.8,31.3,9,64.5,11.1,0.1,14.3,0.8,3.1,6.2
Ealing - Walpole,00AJHB,E05000192,13500,19.1,69.4,11.5,36.6,35,1.5,9033.3,27.1,68.8,79.9,83.8,101.6,4,77.3,612500,168,46240,4.4,19.6,31.3,44.6,56.7,12,28.8,10.2,73.8,19.7,0.3,20.1,0.8,3.8,5.1
Enfield - Bowes,00AKGL,E05000193,14550,18.2,70.4,11.3,36.2,34,1.5,9733.3,38.6,67.4,83,85.1,81.9,5,71.9,319995,147,36300,3.4,14.8,36.4,45.5,55.2,10.7,32.1,16.7,50.8,14.7,0.5,15.3,0.8,3.9,2.1
Enfield - Bush Hill Park,00AKGM,E05000194,14150,17.6,64,18.4,40.6,40,2.5,5720,26.8,55.6,81.7,84.1,128.6,3,73,360200,223,41800,5,32.6,34.3,28,78.5,5.2,15.1,20.4,53.9,10.4,0.6,29.6,1.3,2.7,1.6
Enfield - Chase,00AKGN,E05000195,14000,22.3,63.8,13.9,36.9,36,16.9,834.3,23.4,66.9,77.3,81.4,111,5,69.5,324000,173,36350,9.2,19.8,33.4,37.1,60.4,21.3,15.7,22.4,55.8,15.4,0.6,81.5,1.1,2,1.9
Enfield - Cockfosters,00AKGP,E05000196,14100,16.1,64.5,19.4,40.7,39,10.4,1370.2,26.3,54,82.9,86.1,119.5,2,66.9,472000,185,43570,21.9,30.1,9.4,38.6,68.7,12,17.4,19,46.4,11.6,0.6,68.8,1.3,2.6,0.7
Enfield - Edmonton Green,00AKGQ,E05000197,18350,27.1,64.2,8.8,32,30,3.1,5951.6,60.6,80,79.3,84.3,163.9,2,53.8,210000,119,26010,4.8,15.6,20.8,58.7,29.7,43.1,23,30.5,117.7,36.7,0.6,33.2,0.6,3.9,1.2
Enfield - Enfield Highway,00AKGR,E05000198,16350,24.9,64.2,10.9,33.7,31,4.6,3576.1,42.2,67.5,81,84.9,127.8,3,60.1,250000,157,29450,4.5,22,38.8,34.6,52.5,24.4,20.7,30.1,82.4,25.7,1,40.6,1,2.5,1.7
Enfield - Enfield Lock,00AKGS,E05000199,17000,26.4,65.4,8.3,32.3,31,3.3,5166.7,45.1,78.8,76.7,81.6,113.2,2,62,217250,204,30240,6.8,20.4,32.6,40.2,49.9,22.7,24.1,26.5,69.2,23.6,0.7,39.6,0.9,2.6,1.7
Enfield - Grange,00AKGT,E05000200,13300,17.3,63.1,19.6,41.3,41,3.3,4015.2,19.6,53.3,83.5,86.6,116.8,1,74.8,360000,243,45960,15.5,32.6,13.5,38.4,77.2,3.4,18,16.1,59.4,13,0.4,27.4,1.3,3.1,1.2
Enfield - Haselbury,00AKGU,E05000201,16500,24.5,65.3,10.2,33.9,32,1.8,9277.8,54.3,71.1,79,85.4,103.7,3,59.3,260000,133,29600,5.9,21.8,40.3,31.9,50.7,19.5,27.5,27.2,61.1,19.9,0.5,27,0.8,3,1.1
Enfield - Highlands,00AKGW,E05000202,13550,16.4,64.3,19.3,41.4,41,5.1,2647.1,20.8,62.7,82.5,87.2,163.1,2,72.9,375000,237,43540,14.5,34,13.4,38,74.2,7.4,17,18.7,40.4,11.8,0.3,56.4,1.2,2.7,1.2
Enfield - Jubilee,00AKGX,E05000203,14600,24.1,64.1,11.9,35.4,34,3.9,3782.1,50.9,83.2,78.8,82.4,119.5,2,62.2,250000,137,30800,5.3,19.9,47.2,27.5,57.7,15.5,24.8,28.5,58.8,18.8,0.5,60.6,1,2.5,1
Enfield - Lower Edmonton,00AKGY,E05000204,16700,28,61.8,10.2,32.7,31,2.2,7681.8,58.9,98.2,79.6,82.5,117.7,2,57.9,248000,161,28110,6.9,15.1,44.7,33.3,44.8,27.4,24.4,28.5,56.2,21.9,0.2,40.6,0.7,3.2,1.2
Enfield - Palmers Green,00AKGZ,E05000205,15650,18.5,67.2,14.2,37.5,35,1.9,8263.2,35.4,67.8,80.9,85.7,114.7,3,70.2,353500,128,37970,3.1,19.6,41.4,35.9,63,9,25.4,20.6,70.3,16.4,0.2,15.4,1,2.5,1.5
Enfield - Ponders End,00AKHA,E05000206,17050,25.7,65.2,9.1,32.4,30,3.5,4771.4,54.6,68.5,76.7,84.4,130.4,1,58,248000,118,28560,5,15.2,34.9,45,45.5,25.6,25.4,26.9,80.6,24.3,0.4,44.5,0.8,3.3,1.4
Enfield - Southbury,00AKHB,E05000207,14950,24.7,65.1,10.2,33.9,33,2.9,5172.4,36.2,75.1,79.8,85.7,116.6,3,65,265000,304,33260,3.3,14.1,43.4,39.2,53.5,24,21,24.6,98.8,25.1,0.7,29.3,0.9,3.1,2
Enfield - Southgate,00AKHC,E05000208,14800,19.2,66.9,13.9,37.8,36,2.7,5537,31.6,62,80.9,84.1,107.9,1,71.1,347500,172,41520,7.2,30.7,13.2,49,61.7,7.4,28.3,16.1,62.6,17.5,0.4,27.1,1.1,3.1,0.8
Enfield - Southgate Green,00AKHD,E05000209,14400,17.9,66.4,15.7,38.9,37,2.6,5538.5,33.2,57.2,81.2,84.7,111.8,2,70.4,500000,127,42750,5.2,38.1,20.2,36.4,65.3,12,21.4,16.3,43.2,10.2,0.3,20.6,1.1,3.9,1.5
Enfield - Town,00AKHE,E05000210,15150,19.8,64.2,15.9,38.9,39,2.2,6954.5,18,71,82.1,85.4,120.5,4,75.9,350000,240,42300,2.7,29.2,36.6,31.5,74.7,6.1,17.3,17.4,50.3,13.3,0.3,16,1.2,2.6,1.6
Enfield - Turkey Street,00AKHF,E05000211,14700,24.4,63.7,11.8,34.6,33,2.3,6434.8,37.9,78.2,78.1,82.3,131.1,1,60.9,250000,147,28960,4.3,26.6,36.1,33.1,52.1,26.3,19.1,30.2,74.5,23.7,0.3,30.5,1,2.5,1.6
Enfield - Upper Edmonton,00AKHG,E05000212,18600,25.7,65,9.3,32.8,31,2.7,6777.8,58,66,76.1,78.6,170.4,4,58.4,250000,118,28480,5.9,16.2,40.4,37.3,44,29.8,24,28.3,120.2,29.1,0.9,17.6,0.8,3.4,1.3
Enfield - Winchmore Hill,00AKHH,E05000213,13700,18.6,66,15.4,39.3,39,2.8,4928.6,23.8,58.2,81.4,82.9,102.6,1,75.1,435000,205,45880,8.7,31,19.9,40.3,69.9,6.4,22.2,15.4,43.7,9.2,0.5,25.2,1.2,2.9,1.4
Greenwich - Abbey Wood,00ALGP,E05000214,16200,26.4,63.4,10.2,33.8,33,2.7,5722.2,46.3,86.1,76,82.3,116.8,3,63.6,250000,118,31540,3.1,10.5,48.6,37.5,44.4,38.9,15.2,25.3,77.6,28.6,1.5,44,0.7,3.1,1
Greenwich - Blackheath Westcombe,00ALGQ,E05000215,13300,17.3,67.6,15.1,39.3,38,2.1,6047.6,16.9,59,80.7,82.5,108.8,0,75.5,427500,262,49160,7.8,13.2,12.8,66.3,49.9,22.4,25.4,12.1,76.6,16.1,0.2,15.4,0.8,3.4,4.8
Greenwich - Charlton,00ALGR,E05000216,14650,22.6,66.2,11.2,35.2,34,2,7050,36.2,76,76.3,80,108.5,0,67.7,363000,173,37940,3,17.8,31.7,47.5,41.7,41.1,15.9,20.8,60.7,21,0.7,31.5,0.7,4,3.1
